,offensiveness_score,old_score_perspective,new_score_perspective,bert_cos_similarity
138,-0.271,0.007822373,0.0064715217,0.9451180696487428
139,-0.167,0.009613037,0.012691722,0.8998630046844482
140,-0.146,0.034984488,-1.0,0.9229958057403564
141,0.146,0.09828771,0.053295042,0.9392849802970886
142,0.188,0.22579013,0.026145924,0.9223504662513732
143,0.062,0.3375374,0.0065971822,0.7721368074417114
144,-0.083,0.014576632,0.009675868,0.9166414737701416
145,0.292,0.10956833,0.026028076,0.9243608117103576
146,0.213,0.28425202,0.26104406,0.9664832949638368
147,0.354,0.37955463,0.19893374,0.9127395153045654
148,-0.255,0.056758508,0.02685301,0.8239802122116089
149,0.043,0.020231359,0.00804228,0.8571074604988098
150,0.062,0.055274166,0.018095128,0.8437460064888
151,0.064,0.027324399,0.02543884,0.9390743374824524
152,0.25,0.36095104,0.021667719,0.7720574736595154
153,-0.021,0.11398677,0.009613037,0.9160729050636292
154,0.208,0.2312681,0.005937464,0.8582364916801453
155,0.125,0.47119883,0.11088664,0.8394339084625244
156,-0.521,0.008859074,0.012691722,0.8383801579475403
157,0.188,0.39441586,0.0077281278,0.8676648139953613
158,0.125,0.17458448,0.013634177,0.8303579688072205
159,0.292,0.46716887,0.006440107,0.6245034337043762
160,-0.25,0.02072494,0.008544922,0.8586862683296204
161,0.167,0.23739935,0.10956833,0.9194481372833252
162,0.25,0.3389984,0.0073197307,0.8467565774917603
163,0.042,0.11652588,0.009487377,0.8994175791740417
164,-0.25,0.016712861,0.014513801,0.8292123079299927
165,0.375,0.42349213,0.014450971,0.8504780530929565
166,0.208,0.32397532,0.12520397,0.9494960308074952
167,-0.167,0.30514878,0.041915078,0.8042609691619873
168,-0.413,0.018095128,0.016964182,0.8691039681434631
169,-0.021,0.15600902,0.10696511,0.8942958116531372
170,-0.574,0.01225191,0.029327808,0.611442506313324
171,0.062,0.28547668,0.033806015,0.8203883171081543
172,-0.021,0.39842087,0.19694418,0.8870534896850586
173,0.5,0.3977292,0.15545623,0.8155671954154968
174,0.562,0.5885171,0.19124292,0.8554782867431641
175,0.128,0.26104406,0.10913446,0.868730366230011
176,0.229,0.37751234,0.18554166,0.8716103434562683
177,0.178,0.32971194,0.23812068,0.8304108381271362
178,0.146,0.3827457,0.085582085,0.8917860984802246
179,0.271,0.4977744,0.1269396,0.8210734128952026
180,0.083,0.19694418,0.15822013,0.910968780517578
181,-0.125,0.019226074,0.01834645,0.8949856758117676
182,-0.396,0.014450971,0.013697007,0.9075469970703124
183,-0.062,0.17025198,0.103494145,0.8945296406745911
184,-0.083,0.2524482,0.019477395,0.854882538318634
185,0.042,0.03734144,0.022610499,0.8917646408081055
186,0.354,0.4575469,0.23812068,0.8451322317123413
187,0.0,0.3389984,0.17891699,0.8714606761932373
188,-0.104,0.16043124,0.15600902,0.915429949760437
189,0.0,0.051068526,0.017843807,0.8342815637588501
190,-0.213,0.033334624,0.008796243,0.8698916435241699
191,0.125,0.32764325,0.25462922,0.9403835535049438
192,0.213,0.36867723,0.23235008,0.9099674224853516
193,0.396,0.4269174,0.15766735,0.907793402671814
194,-0.326,0.112953395,0.02968135,0.8317482471466064
195,-0.021,0.07291982,0.03828422,0.9066640734672546
196,0.0,0.41910073,0.31132057,0.8527206778526306
197,0.292,0.11119666,0.09872158,0.9559780359268188
198,0.5,0.4014846,0.15269235,0.8782272934913635
199,-0.562,0.045873325,0.029799197,0.7832202315330505
200,0.188,0.52811706,0.2854699,0.8617712259292603
201,0.021,0.15048122,0.103494145,0.9502577185630798
202,0.083,0.25462922,0.104361884,0.8858469128608704
203,-0.229,0.011686437,0.009110395,0.8401837348937988
204,0.261,0.4850187,0.067380086,0.8741482496261597
205,0.25,0.51869136,0.22445217,0.776565670967102
206,-0.208,0.017592486,0.012754552,0.8184009790420532
207,-0.182,0.017215505,0.018849092,0.9313561320304872
208,0.312,0.3974717,0.10696511,0.8717368841171265
209,0.022,0.38434127,0.20056234,0.8222058415412903
210,0.292,0.3561489,0.37340668,0.8644293546676636
211,0.087,0.28674445,0.03734144,0.765417218208313
212,-0.188,0.023788974,0.015581916,0.905221164226532
213,-0.083,0.15656179,0.08320791,0.9096115827560424
214,0.188,0.30136615,0.11036996,0.7475651502609253
215,0.083,0.02449606,0.016712861,0.8391156792640686
216,0.25,0.6491204,0.09872158,0.8974094390869141
217,-0.333,0.009990019,0.008607753,0.8793619275093079
218,-0.021,0.025085296,0.032391842,0.8768355846405029
219,0.021,0.30319387,0.23343207,0.9305901527404784
220,-0.083,0.09785384,0.025674535,0.892497181892395
221,-0.067,0.14256015,0.15656179,0.8608354330062866
222,0.167,0.21107252,0.18079062,0.943638563156128
223,-0.106,0.02873857,0.014136819,0.8945916891098022
224,-0.083,0.025556687,0.025910228,0.9007799625396729
225,0.25,0.37751234,0.28425202,0.9662888050079346
226,-0.271,0.025910228,0.014890783,0.9211386442184448
227,0.146,0.37751234,0.025203144,0.8201292157173157
228,0.021,0.081625134,0.04067813,0.808586597442627
229,0.25,0.3389984,0.25462922,0.8379195928573608
230,-0.021,0.21776234,0.17285149,0.9576412439346312
231,0.083,0.28548008,0.25462922,0.9635989665985109
232,0.333,0.43475235,0.19939905,0.8163240551948547
233,0.638,0.6852916,0.025320992,0.8757792711257935
234,0.149,0.37751234,0.25462922,0.891852617263794
235,0.104,0.29953843,0.011497946,0.7674749493598938
236,0.208,0.37751234,0.09568449,0.8808704018592834
237,-0.042,0.0414203,0.02920996,0.7624395489692688
238,-0.106,0.15324512,0.09568449,0.9412251710891724
239,-0.021,0.47173777,0.030741978,0.8014581203460693
240,-0.511,0.016587202,0.017466826,0.8740748167037964
241,0.0,0.031449065,0.01822079,0.8663127422332764
242,0.0,0.14256015,0.017341165,0.8861104846000671
243,0.438,0.6544696,0.23739935,0.7067394852638245
244,-0.292,0.015519086,0.025085296,0.8267855644226074
245,0.0,0.15932569,0.01822079,0.8572442531585693
246,0.149,0.25462922,0.25915736,0.929068922996521
247,0.271,0.30527395,0.19504376,0.9605889916419984
248,0.043,0.32712606,0.2028889,0.8728300333023071
249,-0.375,0.011058134,0.008984734,0.9027028679847716
250,-0.348,0.05280026,0.03357032,0.824815034866333
251,-0.062,0.20149297,0.012691722,0.8468979001045227
252,0.375,0.20009702,0.13908891,0.936478555202484
253,0.562,0.7675452,0.057748068,0.8155602812767029
254,-0.17,0.020607091,0.014011159,0.8683245182037354
255,0.688,0.85333383,0.30464804,0.6843999624252319
256,0.083,0.18269104,0.103928015,0.924136519432068
257,0.277,0.25915736,0.05651112,0.9164437055587769
258,0.229,0.41445592,0.25462922,0.876293957233429
259,0.0,0.2854835,0.2028889,0.8857190608978271
260,0.271,0.34328604,0.25462922,0.9069183468818665
261,0.167,0.19504376,0.045873325,0.9670926928520204
262,0.375,0.4013387,0.27975297,0.8376044034957886
263,0.271,0.22445217,0.11202335,0.8110313415527344
264,-0.312,0.11316007,0.049089402,0.7396496534347534
265,0.5,0.37458646,0.024731753,0.8086333274841309
266,0.167,0.2524482,0.02308189,0.8601197004318237
267,0.304,0.32764325,0.25462922,0.9042924046516418
268,0.533,0.71760553,0.026499467,0.7393731474876404
269,-0.396,0.011372286,0.022021262,0.7083405256271362
270,-0.292,0.021314176,0.017969469,0.870675802230835
271,-0.292,0.01438814,0.050821137,0.9341662526130676
272,-0.021,0.013005874,0.007853788,0.9228341579437256
273,-0.174,0.15545623,0.016712861,0.8473906517028809
274,0.0,0.023671126,0.02249265,0.8771939873695374
275,0.043,0.027560094,0.020607091,0.9282803535461426
276,-0.083,0.009047564,0.017466826,0.90690815448761
277,-0.146,0.11109332,0.035220183,0.8358110189437866
278,-0.146,0.029327808,0.026263772,0.9587658047676086
279,-0.188,0.022256956,0.007885204,0.7993459701538086
280,-0.208,0.023671126,0.011309455,0.828806459903717
281,-0.354,0.021903414,0.016964182,0.7634377479553223
282,-0.083,0.010304171,0.004429537,0.8595437407493591
283,-0.208,0.025792383,0.0053719915,0.9130836129188538
284,0.229,0.45757914,0.014639461,0.8835527300834656
285,-0.146,0.018095128,0.011749268,0.9013660550117492
286,-0.021,0.039935954,0.032391842,0.8742551803588867
287,-0.391,0.021903414,0.012314741,0.8914474248886108
288,-0.128,0.028856417,0.017718147,0.8861541748046875
289,-0.354,0.010806813,0.008010864,0.9489781260490416
290,-0.25,0.008105109,0.0049950094,0.9317380785942078
291,-0.354,0.007916619,0.0131943645,0.9215529561042786
292,-0.043,0.027088705,0.017466826,0.9505890607833862
293,-0.188,0.01237757,0.0077281278,0.896899402141571
294,-0.458,0.006722843,0.005277746,0.841110348701477
295,-0.083,0.007382561,0.0051520853,0.9296006560325624
296,0.0,0.23271075,0.006722843,0.8594672083854675
297,-0.125,0.013508516,0.006377276,0.9205785989761353
298,-0.208,0.006345861,0.0051520853,0.8857649564743042
299,-0.022,0.39915034,0.017089844,0.9229735732078552
300,-0.333,0.0064086914,0.006534352,0.8838280439376831
301,-0.417,0.0046180277,0.004932179,0.9436288475990297
302,-0.085,0.011120965,0.006345861,0.9089664220809937
303,-0.167,0.0079480335,0.0051835002,0.889441967010498
304,0.104,0.6744087,0.016712861,0.856671929359436
305,-0.083,0.08241652,0.05304765,0.8854857683181763
306,-0.021,0.21508642,0.02107848,0.8898928165435791
307,-0.479,0.013885498,0.012943043,0.8875449895858765
308,-0.085,0.01633588,0.008010864,0.926766872406006
309,-0.479,0.0137598375,0.005497652,0.7699171900749207
310,0.083,0.18269104,0.05898502,0.9262193441390992
311,0.0,0.20219094,0.11912931,0.9072192311286926
312,-0.042,0.04290464,0.0438942,0.9359620809555054
313,0.042,0.056263726,0.07371122,0.939473271369934
314,0.083,0.10175867,0.015707577,0.8906171917915344
315,0.146,0.09915545,0.059479803,0.9289730787277222
316,0.062,0.10913446,0.049336795,0.9265273809432985
317,-0.234,0.11036996,0.016210219,0.6878353357315063
318,-0.043,0.13214645,0.014011159,0.8707802295684814
319,-0.333,0.11212669,0.024967449,0.768924355506897
320,-0.208,0.037577134,0.010869644,0.7676115036010742
321,0.062,0.022610499,0.025085296,0.9449083805084229
322,0.146,0.20705862,0.11192002,0.9493054747581482
323,0.125,0.2191003,0.017843807,0.8066768646240234
324,-0.542,0.021903414,0.012754552,0.8417804837226868
325,-0.083,0.044141594,0.04240986,0.9570921659469604
326,-0.292,0.08637348,0.058490243,0.8963179588317871
327,-0.375,0.016964182,0.018095128,0.7549488544464111
328,-0.63,0.009738698,0.021196328,0.6577214598655701
329,-0.125,0.026735162,0.02779579,0.91572368144989
330,-0.104,0.025203144,0.0131943645,0.9136642217636108
331,0.022,0.015519086,0.010681152,0.8945265412330627
332,0.083,0.39021665,0.036634352,0.9534730911254884
333,-0.188,0.036162965,0.01017851,0.9176843762397766
334,-0.146,0.054531995,0.014702292,0.8819872736930847
335,-0.532,0.017341165,0.013697007,0.8086292147636414
336,-0.667,0.010806813,0.035691574,0.750554621219635
337,-0.34,0.026499467,0.02543884,0.8344048857688904
338,0.208,0.20032968,0.014136819,0.7512545585632324
339,-0.146,0.029445656,0.017215505,0.8912304639816284
340,-0.255,0.041172907,0.026617315,0.7135254144668579
341,0.438,0.40891263,0.09872158,0.8738957643508911
342,-0.146,0.15158679,0.036634352,0.849025547504425
343,0.681,0.83334327,0.25462922,0.918502390384674
344,0.021,0.3811502,0.012000589,0.743388295173645
345,-0.208,0.037105743,0.01438814,0.8733075857162476
346,0.125,0.23523538,0.15766735,0.9493592381477356
347,-0.229,0.022610499,0.017592486,0.8483964204788208
348,-0.125,0.11057663,0.014073989,0.9363275170326232
349,-0.021,0.39441586,0.02449606,0.8467763066291809
350,0.404,0.44393396,0.037577134,0.9098904132843018
351,-0.25,0.008607753,0.0062202006,0.91138356924057
352,-0.104,0.11316007,0.030977672,0.915966808795929
353,0.062,0.034984488,0.008670582,0.7838172912597656
354,-0.25,0.091913216,0.11161,0.8031350374221802
355,-0.146,0.26293078,0.07054565,0.7421419620513916
356,0.089,0.25727063,0.03639866,0.7429790496826172
357,0.042,0.25462922,0.18649188,0.927370011806488
358,0.125,0.16331999,0.034748793,0.7680227756500244
359,-0.104,0.05824285,0.034277402,0.921895146369934
360,-0.188,0.027560094,0.020607091,0.9211204051971436
361,0.043,0.11067997,0.04735767,0.9756127595901488
362,0.042,0.04760506,0.02543884,0.932129442691803
363,0.25,0.034748793,0.018723432,0.9021894335746764
364,0.062,0.06579731,0.040183347,0.9230846166610718
365,-0.229,0.02920996,0.014136819,0.96412193775177
366,-0.271,0.071337044,0.021549871,0.952736794948578
367,-0.022,0.032863233,0.028031485,0.8921602964401245
368,0.0,0.027913637,0.018974753,0.9436731338500975
369,-0.043,0.05651112,0.045873325,0.9206197261810304
370,-0.083,0.0969861,0.019854378,0.9066050052642822
371,-0.375,0.027913637,0.025792383,0.926765203475952
372,0.062,0.045873325,0.020960633,0.9214375615119934
373,0.042,0.069754265,0.033806015,0.9205792546272278
374,0.021,0.04216247,0.012503231,0.9233332872390748
375,-0.213,0.11347008,0.040430736,0.918044090270996
376,-0.021,0.07054565,0.025556687,0.8957436680793762
377,-0.312,0.011120965,0.031684756,0.9203786849975586
378,-0.042,0.042657252,0.034984488,0.8179773092269897
379,-0.104,0.023906821,0.014073989,0.9257901906967164
380,-0.062,0.048594624,0.036870047,0.9311379194259644
381,-0.083,0.045378547,0.036162965,0.955525279045105
382,-0.109,0.057005897,0.030741978,0.9566051363945008
383,-0.234,0.13041082,0.061444655,0.9376211166381836
384,-0.021,0.15656179,0.079250954,0.8888561725616455
385,-0.042,0.11140333,0.038991302,0.9247288703918456
386,-0.085,0.09438288,0.0466155,0.933462381362915
387,0.042,0.23415339,0.032391842,0.896593451499939
388,-0.042,0.019351736,0.011120965,0.8999497890472412
389,0.0,0.11171334,0.05799546,0.9311153888702391
390,0.234,0.08716487,0.051068526,0.9075416326522828
391,-0.25,0.008356431,0.006125955,0.9526772499084472
392,-0.583,0.010115679,0.0071626552,0.9636351466178894
393,-0.25,0.026735162,0.010618322,0.8254283666610718
394,-0.111,0.01225191,-1.0,0.9037725925445556
395,-0.167,0.018723432,0.022728346,0.9613553285598756
396,0.13,0.18269104,0.057005897,0.92094087600708
397,0.021,0.04166769,0.027206551,0.8995169401168823
398,-0.167,0.015330595,0.01646154,0.965614140033722
399,-0.062,0.06421452,0.05725329,0.9313949942588806
400,-0.188,0.02072494,0.019477395,0.8368388414382935
401,-0.213,0.014576632,0.012314741,0.7951666116714478
402,-0.146,0.013005874,0.010681152,0.7491785883903503
403,-0.062,0.06065326,0.037577134,0.9526970386505128
404,0.085,0.08716487,0.048842013,0.975820779800415
405,0.146,0.2667042,0.09611836,0.8927592635154724
406,-0.167,0.029917045,0.015958898,0.9504040479660034
407,-0.125,0.11057663,0.01834645,0.9247507452964784
408,-0.271,0.012063419,0.011058134,0.7810620069503784
409,0.042,0.04834723,0.033334624,0.9617278575897216
410,-0.292,0.031684756,0.029917045,0.8866617679595947
411,-0.333,0.030270588,0.03875561,0.9068045020103456
412,-0.042,0.08004235,0.03062413,0.8260745406150818
413,-0.362,0.028502874,0.019477395,0.8587660789489746
414,-0.188,0.022139108,0.017466826,0.9461787343025208
415,-0.021,0.034277402,0.012440401,0.9031100273132324
416,0.213,0.3972142,0.035220183,0.7035596966743469
417,-0.021,0.051810697,0.037105743,0.9389636516571044
418,-0.042,0.3234372,0.19124292,0.9513609409332277
419,-0.304,0.0054662367,0.008670582,0.9384334683418274
420,0.062,0.3625127,0.09872158,0.8198342323303223
421,-0.191,0.040183347,0.017341165,0.9272571206092834
422,0.255,0.2043827,0.021903414,0.8596450686454773
423,-0.312,0.013948329,0.010429831,0.910596489906311
424,-0.277,0.019603057,0.019854378,0.9372695684432985
425,0.0,0.24924077,0.03062413,0.9216296076774596
426,0.042,0.06065326,0.018095128,0.893578827381134
427,-0.167,0.33255672,0.030741978,0.9322548508644104
428,-0.375,0.075294,0.03015274,0.8921401500701904
429,-0.125,0.020842785,0.014765122,0.946023166179657
430,0.208,0.60254884,0.17198499,0.8974578380584717
431,0.106,0.0969861,0.035691574,0.9463278651237488
432,-0.043,0.11652588,0.04834723,0.9462801218032836
433,0.277,0.44933176,0.20973456,0.9129531383514404
434,0.292,0.16765249,0.024613906,0.814765453338623
435,0.375,0.10783285,0.04240986,0.9533314108848572
436,-0.378,0.103060275,-1.0,0.8794463872909546
437,-0.271,0.03545588,0.012314741,0.8802527785301208
438,0.292,0.15822013,0.029917045,0.8880939483642578
439,0.125,0.11067997,0.01822079,0.8382878303527832
440,0.625,0.718943,0.05280026,0.8655049204826355
441,-0.083,0.061444655,0.016838523,0.8997223377227783
442,0.156,0.11119666,0.06817148,0.9317441582679749
443,0.167,0.045131154,0.010618322,0.9010403156280518
444,0.083,0.049584184,0.02638162,0.9439709186553956
445,0.045,0.09611836,0.019854378,0.8956907391548157
446,0.104,0.18174082,0.055768944,0.9430232644081116
447,0.0,0.022021262,0.015770407,0.9229832887649536
448,-0.354,0.069754265,0.03639866,0.782035231590271
449,0.062,0.112436704,0.059974585,0.9359259605407716
450,-0.089,0.031213367,0.023317585,0.9131539463996888
451,-0.104,0.1587729,0.038048524,0.908884048461914
452,-0.146,0.18364124,0.11171334,0.9049265384674072
453,0.609,0.45761138,0.4475325,0.932964324951172
454,0.146,0.17198499,0.15822013,0.9197310209274292
455,0.043,0.06579731,0.11098998,0.9151230454444884
456,0.042,0.14429577,0.08953904,0.8768503069877625
457,0.125,0.20265625,0.147767,0.942292094230652
458,-0.128,0.16043124,0.05354243,0.8376519083976746
459,0.062,0.2412222,0.23198941,0.937156081199646
460,0.146,0.103928015,0.030388435,0.952417492866516
461,0.217,0.23451406,0.15490346,0.8866004347801208
462,-0.104,0.3367073,0.2540519,0.911567449569702
463,0.17,0.25084448,0.07845957,0.92874276638031
464,0.062,0.036634352,0.02873857,0.9544598460197448
465,0.042,0.071337044,0.06579731,0.8972306847572327
466,-0.021,0.29039988,0.17111848,0.9509829878807068
467,0.0,0.11078331,0.046368107,0.9367178678512572
468,0.042,0.12520397,0.102626406,0.97187602519989
469,-0.104,0.11150667,0.09525062,0.9199523329734802
470,0.021,0.49139655,0.034041706,0.8591451644897461
471,-0.188,0.025910228,0.012943043,0.8823867440223694
472,-0.271,0.05750068,0.05304765,0.9313137531280518
473,0.106,0.1991664,0.17198499,0.9413743019104004
474,0.042,0.17891699,0.016712861,0.6626941561698914
475,0.021,0.15987846,0.05131592,0.9387123584747314
476,-0.062,0.20839658,0.113263406,0.8932538628578186
477,0.625,0.687436,0.23812068,0.918955147266388
478,0.167,0.34328604,0.11357342,0.8538714647293091
479,-0.188,0.071337044,0.023906821,0.8701611161231995
480,0.229,0.22579013,0.06421452,0.8945178985595703
481,0.021,0.23812068,0.19789438,0.94309401512146
482,-0.167,0.022964042,0.01646154,0.7517922520637512
483,0.104,0.29771072,0.063027434,0.947133481502533
484,0.042,0.20839658,0.19504376,0.8627692461013794
485,-0.042,0.36095104,0.10002319,0.9338487386703492
486,0.104,0.13561769,0.10870059,0.9607495069503784
487,-0.062,0.07608539,0.051563308,0.9184608459472656
488,-0.213,0.085582085,0.056016337,0.9060856699943542
489,0.188,0.07687678,0.05799546,0.9071736335754396
490,-0.521,0.02072494,-1.0,0.8339260220527649
491,0.292,0.11057663,0.11057663,0.8946194648742676
492,0.167,0.17111848,0.11378009,0.8522237539291382
493,0.213,0.147767,0.06579731,0.8952064514160156
494,-0.261,0.102192536,0.02638162,0.9248619675636292
495,-0.062,0.011874928,0.016210219,0.9120115041732788
496,-0.312,0.033806015,0.028974265,0.873359739780426
497,-0.042,0.054531995,0.031213367,0.89826500415802
498,0.0,0.21642438,0.05354243,0.90820974111557
499,0.0,0.050821137,0.037577134,0.952143371105194
500,-0.167,0.0201057,0.01225191,0.8973475098609924
501,-0.277,0.06896287,0.014639461,0.7631158828735352
502,-0.125,0.049831573,0.030506283,0.9467015862464904
503,0.196,0.09785384,0.0969861,0.948094367980957
504,0.152,0.11378009,0.042657252,0.906290888786316
505,-0.167,0.3666224,0.11161,0.8613614439964294
506,-0.021,0.03875561,0.013571346,0.8275159597396851
507,0.375,0.6308517,0.011812098,0.7086441516876221
508,-0.042,0.07371122,0.044141594,0.9196600914001464
